"Date & Time","use [kW]","gen [kW]","Voltaje.Linea 1 [kW]","Voltaje.Linea 2 [V]","Voltaje.Linea 3 [V]","Frecuencia.Linea 1 [Hz]","r1 [kW]","r1+ [kW]","r1* [kVA]","r2 [kW]","r2* [kVA]","r3 [kW]","r4 [V]","r5 [V]","r6 [Hz]","CFE modificado [kW]","Generacion Modificado [kW]","FP GL1 [kW]","FP GL2 [kW]","FP CFE L1 []","FP CFE L2 [kW]"
2016-03-07 22:47:00,24.516950000,35.299150000,-0.000000000,267.566450000,267.192033333,60.016916667,35.299150000,35.299150000,35.809650000,10.782200000,12.524500000,-0.000000000,267.566450000,267.192033333,60.016916667,10.782200000,35.299150000,6.043633333,5.809266667,859.766666667,-2.312850000
2016-03-07 22:46:00,25.664000000,35.321900000,-0.000000000,267.242450000,266.845233333,59.990333333,35.321900000,35.321900000,35.834050000,9.657900000,11.364000000,-0.000000000,267.242450000,266.845233333,59.990333333,9.657900000,35.321900000,5.926416667,5.934633333,849.783333333,-1.708516667
2016-03-07 22:45:00,25.674850000,35.311150000,-0.000000000,266.980850000,266.598883333,59.997133333,35.311150000,35.311150000,35.810950000,9.636300000,11.297800000,-0.000000000,266.980850000,266.598883333,59.997133333,9.636300000,35.311150000,6.004783333,5.852266667,852.933333333,-1.789583333
2016-03-07 22:44:00,25.696450000,35.354200000,-0.000000000,266.835800000,266.448850000,60.023833333,35.354200000,35.354200000,35.838800000,9.657750000,11.213450000,-0.000000000,266.835800000,266.448850000,60.023833333,9.657750000,35.354200000,6.085466667,5.785600000,861.216666667,-1.879616667
2016-03-07 22:43:00,25.724100000,35.294750000,-0.000000000,267.198316667,266.820516667,60.023550000,35.294750000,35.294750000,35.774300000,9.570650000,11.133100000,-0.000000000,267.198316667,266.820516667,60.023550000,9.570650000,35.294750000,6.113050000,5.737566667,859.583333333,-1.893316667
2016-03-07 22:42:00,25.697050000,35.323750000,-0.000000000,267.320316667,266.920266667,60.013700000,35.323750000,35.323750000,35.804150000,9.626700000,11.158350000,-0.000000000,267.320316667,266.920266667,60.013700000,9.626700000,35.323750000,6.021616667,5.838716667,862.633333333,-1.806983333
2016-03-07 22:41:00,25.741000000,35.269600000,-0.000000000,267.284466667,266.911100000,60.006466667,35.269600000,35.269600000,35.763350000,9.528600000,11.159100000,-0.000000000,267.284466667,266.911100000,60.006466667,9.528600000,35.269600000,6.234716667,5.606633333,853.900000000,-2.005450000
2016-03-07 22:40:00,25.743400000,35.185700000,-0.000000000,267.491633333,267.068083333,59.993583333,35.185700000,35.185700000,35.657450000,9.442300000,11.025000000,-0.000000000,267.491633333,267.068083333,59.993583333,9.442300000,35.185700000,6.070966667,5.742366667,856.400000000,-1.833433333
2016-03-07 22:39:00,25.678950000,35.285600000,-0.000000000,267.314933333,266.916016667,59.997433333,35.285600000,35.285600000,35.731050000,9.606650000,11.282500000,-0.000000000,267.314933333,266.916016667,59.997433333,9.606650000,35.285600000,6.035800000,5.812316667,851.333333333,-1.810683333
2016-03-07 22:38:00,25.778550000,35.153450000,-0.000000000,267.231050000,266.798683333,59.992450000,35.153450000,35.153450000,35.606200000,9.374900000,10.998300000,-0.000000000,267.231050000,266.798683333,59.992450000,9.374900000,35.153450000,6.079700000,5.723483333,852.283333333,-1.834250000
2016-03-07 22:37:00,25.624350000,35.405350000,-0.000000000,267.403083333,267.062300000,59.989900000,35.405350000,35.405350000,35.875350000,9.781000000,11.452200000,-0.000000000,267.403083333,267.062300000,59.989900000,9.781000000,35.405350000,5.773133333,6.116216667,853.016666667,-1.601250000
2016-03-07 22:36:00,23.305700000,35.338900000,-0.000000000,267.777816667,267.410266667,59.995000000,35.338900000,35.338900000,35.847550000,12.033200000,13.506500000,-0.000000000,267.777816667,267.410266667,59.995000000,12.033200000,35.338900000,5.545733333,6.322066667,890.883333333,-2.326866667
2016-03-07 22:35:00,23.288700000,35.352050000,-0.000000000,267.926683333,267.562233333,59.977666667,35.352050000,35.352050000,35.879750000,12.063350000,13.534700000,-0.000000000,267.926683333,267.562233333,59.977666667,12.063350000,35.352050000,5.493533333,6.379216667,891.283333333,-2.274733333
2016-03-07 22:34:00,23.304550000,35.346800000,-0.000000000,267.917900000,267.529066667,59.980666667,35.346800000,35.346800000,35.879450000,12.042250000,13.527050000,-0.000000000,267.917900000,267.529066667,59.980666667,12.042250000,35.346800000,5.492950000,6.377900000,890.183333333,-2.269933333
2016-03-07 22:33:00,23.334650000,35.271550000,-0.000000000,267.843716667,267.404650000,60.000366667,35.271550000,35.271550000,35.799800000,11.936900000,13.437950000,-0.000000000,267.843716667,267.404650000,60.000366667,11.936900000,35.271550000,5.543966667,6.300916667,888.233333333,-2.335100000
2016-03-07 22:32:00,23.384700000,35.169350000,-0.000000000,267.665950000,267.206450000,60.008416667,35.169350000,35.169350000,35.662900000,11.784650000,13.320100000,-0.000000000,267.665950000,267.206450000,60.008416667,11.784650000,35.169350000,5.712333333,6.097700000,884.700000000,-2.497100000
2016-03-07 22:31:00,23.396350000,35.229950000,-0.000000000,267.487833333,267.083983333,60.000633333,35.229950000,35.229950000,35.720700000,11.833600000,13.376550000,-0.000000000,267.487833333,267.083983333,60.000633333,11.833600000,35.229950000,5.859000000,5.970950000,884.616666667,-2.635083333
2016-03-07 22:30:00,23.357850000,35.295800000,-0.000000000,267.739766667,267.337300000,59.987000000,35.295800000,35.295800000,35.782900000,11.937950000,13.454100000,-0.000000000,267.739766667,267.337300000,59.987000000,11.937950000,35.295800000,5.895200000,5.956700000,887.233333333,-2.671133333
2016-03-07 22:29:00,23.396850000,35.196050000,-0.000000000,268.010116667,267.555600000,59.998016667,35.196050000,35.196050000,35.688750000,11.799200000,13.325650000,-0.000000000,268.010116667,267.555600000,59.998016667,11.799200000,35.196050000,5.863250000,5.955100000,885.400000000,-2.636383333
2016-03-07 22:28:00,23.482000000,35.148550000,-0.000000000,267.923166667,267.412766667,59.996666667,35.148550000,35.148550000,35.666850000,11.666550000,13.164300000,-0.000000000,267.923166667,267.412766667,59.996666667,11.666550000,35.148550000,5.758066667,6.044550000,886.333333333,-2.348116667
2016-03-07 22:27:00,23.716950000,35.079250000,-0.000000000,267.695666667,267.156250000,60.008350000,35.079250000,35.079250000,35.588300000,11.362300000,12.771250000,-0.000000000,267.695666667,267.156250000,60.008350000,11.362300000,35.079250000,5.757516667,6.021866667,889.666666667,-1.927416667
2016-03-07 22:26:00,23.747000000,35.063100000,-0.000000000,267.536666667,266.981400000,60.030083333,35.063100000,35.063100000,35.573950000,11.316100000,12.727850000,-0.000000000,267.536666667,266.981400000,60.030083333,11.316100000,35.063100000,5.748916667,6.025083333,889.166666667,-1.923800000
2016-03-07 22:25:00,24.380050000,35.071600000,-0.000000000,267.535750000,266.988500000,60.023400000,35.071600000,35.071600000,35.570250000,10.691550000,12.284650000,-0.000000000,267.535750000,266.988500000,60.023400000,10.691550000,35.071600000,5.695600000,6.082033333,869.250000000,-1.742000000
