"Date & Time","use [kW]","gen [kW]","Voltaje.Linea 1 [kW]","Voltaje.Linea 2 [V]","Voltaje.Linea 3 [V]","Frecuencia.Linea 1 [Hz]","r1 [kW]","r1+ [kW]","r1* [kVA]","r2 [kW]","r2* [kVA]","r3 [kW]","r4 [V]","r5 [V]","r6 [Hz]","CFE modificado [kW]","Generacion Modificado [kW]","FP GL1 [kW]","FP GL2 [kW]","FP CFE L1 []","FP CFE L2 [kW]"
2016-03-07 18:02:00,25.574350000,35.070950000,-0.000000000,263.932733333,263.449000000,60.014716667,35.070950000,35.070950000,35.549700000,9.496600000,11.244950000,-0.000000000,263.932733333,263.449000000,60.014716667,9.496600000,35.070950000,6.222450000,5.556283333,844.583333333,-2.107050000
2016-03-07 18:01:00,25.559000000,35.072550000,-0.000000000,263.709650000,263.224033333,60.020400000,35.072550000,35.072550000,35.540000000,9.513550000,11.261200000,-0.000000000,263.709650000,263.224033333,60.020400000,9.513550000,35.072550000,6.221550000,5.557866667,844.766666667,-2.115483333
2016-03-07 18:00:00,25.562650000,35.033900000,-0.000000000,263.678550000,263.164433333,60.023166667,35.033900000,35.033900000,35.504700000,9.471250000,11.192900000,-0.000000000,263.678550000,263.164433333,60.023166667,9.471250000,35.033900000,6.184666667,5.581716667,846.116666667,-2.079250000
2016-03-07 17:59:00,25.539250000,34.964600000,-0.000000000,263.423316667,262.901266667,59.991833333,34.964600000,34.964600000,35.423800000,9.425350000,11.096500000,-0.000000000,263.423316667,262.901266667,59.991833333,9.425350000,34.964600000,6.095616667,5.647933333,849.250000000,-1.986666667
2016-03-07 17:58:00,25.546000000,35.030600000,-0.000000000,263.263883333,262.784966667,60.007816667,35.030600000,35.030600000,35.488750000,9.484600000,11.173850000,-0.000000000,263.263883333,262.784966667,60.007816667,9.484600000,35.030600000,6.149233333,5.616566667,848.766666667,-2.042850000
2016-03-07 17:57:00,25.557600000,35.058750000,-0.000000000,263.379700000,262.916850000,60.003116667,35.058750000,35.058750000,35.523150000,9.501150000,11.228100000,-0.000000000,263.379700000,262.916850000,60.003116667,9.501150000,35.058750000,6.215400000,5.559500000,846.183333333,-2.099616667
2016-03-07 17:56:00,25.540500000,35.014250000,-0.000000000,262.633150000,262.167466667,60.009933333,35.014250000,35.014250000,35.482200000,9.473750000,11.208300000,-0.000000000,262.633150000,262.167466667,60.009933333,9.473750000,35.014250000,6.268600000,5.491533333,845.183333333,-2.169016667
2016-03-07 17:55:00,25.581150000,35.013450000,-0.000000000,262.272233333,261.789166667,59.999050000,35.013450000,35.013450000,35.490250000,9.432300000,11.259350000,-0.000000000,262.272233333,261.789166667,59.999050000,9.432300000,35.013450000,6.353233333,5.406716667,837.683333333,-2.248550000
2016-03-07 17:54:00,25.600200000,34.971300000,-0.000000000,262.018133333,261.538333333,60.018316667,34.971300000,34.971300000,35.467700000,9.371100000,11.279300000,-0.000000000,262.018133333,261.538333333,60.018316667,9.371100000,34.971300000,6.410450000,5.335033333,830.816666667,-2.310666667
2016-03-07 17:53:00,26.285450000,34.931150000,-0.000000000,261.624900000,261.092800000,60.006100000,34.931150000,34.931150000,35.411700000,8.645700000,10.562300000,-0.000000000,261.624900000,261.092800000,60.006100000,8.645700000,34.931150000,6.330133333,5.401883333,812.683333333,-1.941066667
2016-03-07 17:52:00,29.354400000,35.047100000,-0.000000000,260.790133333,260.272150000,59.996566667,35.047100000,35.047100000,35.523100000,5.692700000,7.991950000,-0.000000000,260.790133333,260.272150000,59.996566667,5.692700000,35.047100000,6.333916667,5.436700000,708.950000000,-0.852816667
2016-03-07 17:51:00,26.456100000,35.051950000,-0.000000000,260.638400000,260.143750000,60.013716667,35.051950000,35.051950000,35.557600000,8.595850000,10.623950000,-0.000000000,260.638400000,260.143750000,60.013716667,8.595850000,35.051950000,6.466683333,5.305150000,803.300000000,-2.050200000
2016-03-07 17:50:00,25.572600000,35.056650000,-0.000000000,260.745300000,260.241333333,60.031116667,35.056650000,35.056650000,35.575400000,9.484050000,11.508950000,-0.000000000,260.745300000,260.241333333,60.031116667,9.484050000,35.056650000,6.495200000,5.278200000,824.000000000,-2.433916667
2016-03-07 17:49:00,25.577250000,35.044200000,-0.000000000,262.432000000,261.908833333,60.011700000,35.044200000,35.044200000,35.549300000,9.466950000,11.440050000,-0.000000000,262.432000000,261.908833333,60.011700000,9.466950000,35.044200000,6.386883333,5.383150000,827.466666667,-2.295633333
2016-03-07 17:48:00,26.497100000,35.019700000,-0.000000000,262.820966667,262.302983333,60.001183333,35.019700000,35.019700000,35.507350000,8.522600000,10.503800000,-0.000000000,262.820966667,262.302983333,60.001183333,8.522600000,35.019700000,6.345883333,5.416166667,797.466666667,-1.932050000
2016-03-07 17:47:00,29.823400000,35.044350000,-0.000000000,262.484033333,261.952183333,59.987716667,35.044350000,35.044350000,35.506350000,5.220950000,7.658700000,-0.000000000,262.484033333,261.952183333,59.987716667,5.220950000,35.044350000,6.223516667,5.547266667,671.850000000,-0.553233333
2016-03-07 17:46:00,29.839766667,35.044800000,-0.000000000,262.167450000,261.658000000,59.958600000,35.044800000,35.044800000,35.551800000,5.205000000,9.723200000,-0.000000000,262.167450000,261.658000000,59.958600000,5.205033333,35.044800000,6.233083333,5.537850000,708.816666667,-0.273200000
2016-03-07 17:45:00,25.786050000,35.100150000,-0.000000000,262.155916667,261.669550000,59.963950000,35.100150000,35.100150000,35.579400000,9.314100000,11.188500000,-0.000000000,262.155916667,261.669550000,59.963950000,9.314100000,35.100150000,6.205416667,5.584550000,832.316666667,-2.045366667
2016-03-07 17:44:00,24.743900000,35.078800000,-0.000000000,262.099216667,261.609216667,59.971600000,35.078800000,35.078800000,35.563450000,10.334900000,12.162350000,-0.000000000,262.099216667,261.609216667,59.971600000,10.334900000,35.078800000,6.200200000,5.582966667,847.966666667,-2.254383333
2016-03-07 17:43:00,23.921450000,35.213750000,-0.000000000,261.901883333,261.463433333,59.961116667,35.213750000,35.213750000,35.693100000,11.292300000,12.969950000,-0.000000000,261.901883333,261.463433333,59.961116667,11.292300000,35.213750000,6.218950000,5.608433333,870.250000000,-1.853850000
2016-03-07 17:42:00,25.133066667,35.209650000,-0.000000000,261.357183333,260.912950000,59.966650000,35.209650000,35.209650000,35.709450000,10.076550000,13.036550000,-0.000000000,261.357183333,260.912950000,59.966650000,10.076583333,35.209650000,6.245716667,5.579983333,834.983333333,-0.959133333
2016-03-07 17:41:00,23.270950000,35.191650000,-0.000000000,261.731333333,261.279200000,59.977000000,35.191650000,35.191650000,35.691150000,11.920700000,13.617950000,-0.000000000,261.731333333,261.279200000,59.977000000,11.920700000,35.191650000,6.281816667,5.537766667,875.316666667,-2.631233333
2016-03-07 17:40:00,23.314900000,35.113450000,-0.000000000,261.612833333,261.135016667,59.974850000,35.113450000,35.113450000,35.601050000,11.798550000,13.448000000,-0.000000000,261.612833333,261.135016667,59.974850000,11.798550000,35.113450000,6.295083333,5.498550000,877.283333333,-2.635500000
2016-03-07 17:39:00,24.178683333,35.081050000,-0.000000000,261.334433333,260.817466667,59.967016667,35.081050000,35.081050000,35.621100000,10.902350000,13.942800000,-0.000000000,261.334433333,260.817466667,59.967016667,10.902366667,35.081050000,6.403300000,5.378983333,834.816666667,-2.097250000
2016-03-07 17:38:00,22.565700000,35.054100000,-0.000000000,262.013333333,261.526466667,59.998200000,35.054100000,35.054100000,35.571900000,12.488400000,14.600600000,-0.000000000,262.013333333,261.526466667,59.998200000,12.488400000,35.054100000,6.455816667,5.317633333,856.350000000,-3.290200000
2016-03-07 17:37:00,21.028650000,35.126400000,-0.000000000,262.480450000,261.999300000,60.003750000,35.126400000,35.126400000,35.626350000,14.097750000,16.653150000,-0.000000000,262.480450000,261.999300000,60.003750000,14.097750000,35.126400000,6.397200000,5.400883333,846.483333333,-4.206150000
2016-03-07 17:36:00,21.830050000,35.188000000,-0.000000000,262.213833333,261.722650000,60.004133333,35.188000000,35.188000000,35.698350000,13.357950000,16.009200000,-0.000000000,262.213833333,261.722650000,60.004133333,13.357950000,35.188000000,6.408400000,5.410900000,834.433333333,-4.083800000
2016-03-07 17:35:00,21.796200000,35.150250000,-0.000000000,262.257016667,261.735033333,59.986133333,35.150250000,35.150250000,35.654500000,13.354050000,15.931300000,-0.000000000,262.257016667,261.735033333,59.986133333,13.354050000,35.150250000,6.390000000,5.416716667,838.216666667,-4.070150000
2016-03-07 17:34:00,21.257550000,35.173750000,-0.000000000,262.080350000,261.596383333,59.990166667,35.173750000,35.173750000,35.679800000,13.916200000,16.816650000,-0.000000000,262.080350000,261.596383333,59.990166667,13.916200000,35.173750000,6.435583333,5.378533333,827.983333333,-4.398633333
2016-03-07 17:33:00,20.064250000,35.214050000,-0.000000000,262.172950000,261.703766667,60.005700000,35.214050000,35.214050000,35.716900000,15.149800000,18.527550000,-0.000000000,262.172950000,261.703766667,60.005700000,15.149800000,35.214050000,6.438433333,5.389216667,817.733333333,-5.070866667
2016-03-07 17:32:00,20.093700000,35.151900000,-0.000000000,262.163750000,261.667633333,60.023166667,35.151900000,35.151900000,35.654050000,15.058200000,18.404450000,-0.000000000,262.163750000,261.667633333,60.023166667,15.058200000,35.151900000,6.431616667,5.375600000,818.216666667,-5.057666667
2016-03-07 17:31:00,19.966850000,35.154700000,-0.000000000,261.961233333,261.452916667,59.991650000,35.154700000,35.154700000,35.632950000,15.187850000,18.309750000,-0.000000000,261.961233333,261.452916667,59.991650000,15.187850000,35.154700000,6.328683333,5.480233333,829.600000000,-4.973716667
2016-03-07 17:30:00,19.855100000,35.239350000,-0.000000000,262.121583333,261.645783333,60.004983333,35.239350000,35.239350000,35.713700000,15.384250000,18.379000000,-0.000000000,262.121583333,261.645783333,60.004983333,15.384250000,35.239350000,6.227133333,5.610583333,837.100000000,-4.894766667
2016-03-07 17:29:00,19.861250000,35.070050000,-0.000000000,261.790616667,261.253700000,59.992566667,35.070050000,35.070050000,35.541950000,15.208800000,18.087300000,-0.000000000,261.790616667,261.253700000,59.992566667,15.208800000,35.070050000,6.130050000,5.651550000,840.850000000,-4.788233333
2016-03-07 17:28:00,19.836400000,35.155650000,-0.000000000,261.706800000,261.215433333,59.971200000,35.155650000,35.155650000,35.611300000,15.319250000,18.071800000,-0.000000000,261.706800000,261.215433333,59.971200000,15.319250000,35.155650000,6.099633333,5.710700000,847.666666667,-4.752600000
2016-03-07 17:27:00,19.874000000,35.105750000,-0.000000000,261.431616667,260.907666667,59.965766667,35.105750000,35.105750000,35.559550000,15.231750000,18.018800000,-0.000000000,261.431616667,260.907666667,59.965766667,15.231750000,35.105750000,6.117516667,5.676183333,845.383333333,-4.756216667
2016-03-07 17:26:00,19.986100000,35.019650000,-0.000000000,261.475550000,260.907916667,59.953316667,35.019650000,35.019650000,35.482000000,15.033550000,17.921650000,-0.000000000,261.475550000,260.907916667,59.953316667,15.033550000,35.019650000,6.154066667,5.610583333,838.850000000,-4.764566667
2016-03-07 17:25:00,20.119250000,35.027400000,-0.000000000,261.487900000,260.924466667,59.951783333,35.027400000,35.027400000,35.496900000,14.908150000,17.909600000,-0.000000000,261.487900000,260.924466667,59.951783333,14.908150000,35.027400000,6.261733333,5.505200000,832.466666667,-4.834633333
2016-03-07 17:24:00,20.065350000,35.149500000,-0.000000000,261.935133333,261.431050000,59.973133333,35.149500000,35.149500000,35.616850000,15.084150000,18.187100000,-0.000000000,261.935133333,261.431050000,59.973133333,15.084150000,35.149500000,6.363383333,5.443816667,829.383333333,-4.946083333
2016-03-07 17:23:00,19.535450000,35.083950000,-0.000000000,262.298900000,261.774600000,59.966750000,35.083950000,35.083950000,35.557150000,15.548500000,18.662300000,-0.000000000,262.298900000,261.774600000,59.966750000,15.548500000,35.083950000,6.360366667,5.424783333,833.166666667,-5.046316667
2016-03-07 17:22:00,20.850600000,35.089550000,-0.000000000,262.091816667,261.563383333,59.985066667,35.089550000,35.089550000,35.554200000,14.238950000,16.701250000,-0.000000000,262.091816667,261.563383333,59.985066667,14.238950000,35.089550000,6.293450000,5.493566667,853.200000000,-4.261766667
2016-03-07 17:21:00,21.327550000,35.113050000,-0.000000000,262.132150000,261.654966667,59.985833333,35.113050000,35.113050000,35.585150000,13.785500000,16.138000000,-0.000000000,262.132150000,261.654966667,59.985833333,13.785500000,35.113050000,6.397633333,5.396316667,854.250000000,-4.103816667
2016-03-07 17:20:00,21.343050000,35.186750000,-0.000000000,261.695350000,261.235583333,59.963900000,35.186750000,35.186750000,35.655150000,13.843700000,16.124550000,-0.000000000,261.695350000,261.235583333,59.963900000,13.843700000,35.186750000,6.378983333,5.440083333,858.466666667,-4.071300000
2016-03-07 17:19:00,22.365150000,35.167250000,-0.000000000,261.709616667,261.237900000,59.982766667,35.167250000,35.167250000,35.638150000,12.802100000,15.225250000,-0.000000000,261.709616667,261.237900000,59.982766667,12.802100000,35.167250000,6.418366667,5.394016667,839.950000000,-3.909700000
2016-03-07 17:18:00,14.850600000,35.159950000,-0.000000000,262.584316667,262.086950000,59.977483333,35.159950000,35.159950000,35.637500000,20.309350000,27.811150000,-0.000000000,262.584316667,262.086950000,59.977483333,20.309350000,35.159950000,6.453266667,5.357516667,735.400000000,-8.527200000
2016-03-07 17:17:00,13.629700000,35.139850000,-0.000000000,262.693916667,262.147950000,60.003733333,35.139850000,35.139850000,35.581450000,21.510150000,28.009100000,-0.000000000,262.693916667,262.147950000,60.003733333,21.510150000,35.139850000,6.318583333,5.486500000,768.016666667,-8.483733333
2016-03-07 17:16:00,13.655100000,35.166650000,-0.000000000,262.210983333,261.693800000,60.024183333,35.166650000,35.166650000,35.599600000,21.511550000,27.822200000,-0.000000000,262.210983333,261.693800000,60.024183333,21.511550000,35.166650000,6.229766667,5.584666667,773.283333333,-8.385850000
2016-03-07 17:15:00,13.719750000,35.128750000,-0.000000000,261.375183333,260.810516667,59.994950000,35.128750000,35.128750000,35.546250000,21.409000000,27.534900000,-0.000000000,261.375183333,260.810516667,59.994950000,21.409000000,35.128750000,6.170300000,5.632016667,777.616666667,-8.285250000
2016-03-07 17:14:00,13.725150000,35.083300000,-0.000000000,261.220533333,260.659866667,60.002850000,35.083300000,35.083300000,35.521950000,21.358150000,27.742600000,-0.000000000,261.220533333,260.659866667,60.002850000,21.358150000,35.083300000,6.285666667,5.501183333,769.900000000,-8.394516667
2016-03-07 17:13:00,13.725900000,35.081450000,-0.000000000,261.070716667,260.471000000,60.004716667,35.081450000,35.081450000,35.526850000,21.355550000,27.663300000,-0.000000000,261.070716667,260.471000000,60.004716667,21.355550000,35.081450000,6.196816667,5.589400000,771.983333333,-8.306850000
2016-03-07 17:12:00,13.704400000,35.075350000,-0.000000000,261.234533333,260.682300000,59.986200000,35.075350000,35.075350000,35.538350000,21.370950000,27.843950000,-0.000000000,261.234533333,260.682300000,59.986200000,21.370950000,35.075350000,6.275400000,5.508116667,767.616666667,-8.384416667
2016-03-07 17:11:00,13.696000000,35.092650000,-0.000000000,261.189066667,260.637733333,59.974200000,35.092650000,35.092650000,35.556350000,21.396650000,27.856250000,-0.000000000,261.189066667,260.637733333,59.974200000,21.396650000,35.092650000,6.277800000,5.511400000,768.150000000,-8.383883333
2016-03-07 17:10:00,13.677050000,35.222100000,-0.000000000,260.866550000,260.378450000,59.981833333,35.222100000,35.222100000,35.693450000,21.545050000,28.036450000,-0.000000000,260.866550000,260.378450000,59.981833333,21.545050000,35.222100000,6.333833333,5.498583333,768.466666667,-8.431650000
2016-03-07 17:09:00,13.704500000,35.255300000,-0.000000000,261.154950000,260.690716667,60.004200000,35.255300000,35.255300000,35.716450000,21.550800000,27.906200000,-0.000000000,261.154950000,260.690716667,60.004200000,21.550800000,35.255300000,6.258566667,5.585133333,772.283333333,-8.359233333
2016-03-07 17:08:00,13.748850000,35.180350000,-0.000000000,261.295716667,260.809366667,60.032433333,35.180350000,35.180350000,35.638700000,21.431500000,27.849150000,-0.000000000,261.295716667,260.809366667,60.032433333,21.431500000,35.180350000,6.260400000,5.558166667,769.600000000,-8.364850000
2016-03-07 17:07:00,12.711250000,35.149200000,-0.000000000,261.044500000,260.509550000,60.003066667,35.149200000,35.149200000,35.599450000,22.437950000,29.142300000,-0.000000000,261.044500000,260.509550000,60.003066667,22.437950000,35.149200000,6.170583333,5.638250000,770.266666667,-8.766866667
2016-03-07 17:06:00,11.791800000,35.143650000,-0.000000000,260.946300000,260.382333333,60.004033333,35.143650000,35.143650000,35.582200000,23.351850000,30.357350000,-0.000000000,260.946300000,260.382333333,60.004033333,23.351850000,35.143650000,6.127900000,5.679500000,769.316666667,-9.214066667
2016-03-07 17:05:00,11.717000000,35.157950000,-0.000000000,261.162050000,260.606916667,59.997533333,35.157950000,35.157950000,35.596550000,23.440950000,30.311850000,-0.000000000,261.162050000,260.606916667,59.997533333,23.440950000,35.157950000,6.078466667,5.733600000,773.316666667,-9.184616667
2016-03-07 17:04:00,11.729400000,35.146700000,-0.000000000,261.033350000,260.481866667,59.974500000,35.146700000,35.146700000,35.593450000,23.417300000,30.439250000,-0.000000000,261.033350000,260.481866667,59.974500000,23.417300000,35.146700000,6.103333333,5.705100000,769.366666667,-9.198833333
2016-03-07 17:03:00,11.761600000,35.184450000,-0.000000000,260.988883333,260.489866667,59.968983333,35.184450000,35.184450000,35.637650000,23.422850000,30.667650000,-0.000000000,260.988883333,260.489866667,59.968983333,23.422850000,35.184450000,6.212133333,5.608283333,763.800000000,-9.293133333
2016-03-07 17:02:00,11.849350000,35.195400000,-0.000000000,260.975766667,260.444283333,59.953350000,35.195400000,35.195400000,35.658750000,23.346050000,30.552250000,-0.000000000,260.975766667,260.444283333,59.953350000,23.346050000,35.195400000,6.194783333,5.629216667,764.183333333,-9.250666667
2016-03-07 17:01:00,11.932950000,35.096400000,-0.000000000,261.091116667,260.517283333,59.971966667,35.096400000,35.096400000,35.560250000,23.163450000,30.624350000,-0.000000000,261.091116667,260.517283333,59.971966667,23.163450000,35.096400000,6.289366667,5.501050000,756.366666667,-9.330333333
2016-03-07 17:00:00,11.933750000,35.121150000,-0.000000000,260.786850000,260.212966667,59.954500000,35.121150000,35.121150000,35.605850000,23.187400000,30.784600000,-0.000000000,260.786850000,260.212966667,59.954500000,23.187400000,35.121150000,6.444633333,5.353166667,753.216666667,-9.458316667
2016-03-07 16:59:00,12.014900000,35.104100000,-0.000000000,260.235783333,259.696766667,59.950283333,35.104100000,35.104100000,35.628350000,23.089200000,30.930350000,-0.000000000,260.235783333,259.696766667,59.950283333,23.089200000,35.104100000,6.545866667,5.245600000,746.616666667,-9.521000000
2016-03-07 16:58:00,9.668400000,35.148100000,-0.000000000,260.831883333,260.266733333,59.960783333,35.148100000,35.148100000,35.644700000,25.479700000,33.732700000,-0.000000000,260.831883333,260.266733333,59.960783333,25.479700000,35.148100000,6.392183333,5.414750000,755.483333333,-10.346016667
2016-03-07 16:57:00,6.051350000,35.059450000,-0.000000000,261.093166667,260.523683333,59.973716667,35.059450000,35.059450000,35.554200000,29.008100000,38.437450000,-0.000000000,261.093166667,260.523683333,59.973716667,29.008100000,35.059450000,6.395916667,5.381883333,754.600000000,-11.876066667
2016-03-07 16:56:00,6.049350000,35.057400000,-0.000000000,261.020400000,260.427716667,59.976650000,35.057400000,35.057400000,35.544850000,29.008050000,38.378700000,-0.000000000,261.020400000,260.427716667,59.976650000,29.008050000,35.057400000,6.366316667,5.411283333,755.833333333,-11.845183333
2016-03-07 16:55:00,6.044650000,35.119900000,-0.000000000,260.733250000,260.204483333,59.991916667,35.119900000,35.119900000,35.606400000,29.075250000,38.318850000,-0.000000000,260.733250000,260.204483333,59.991916667,29.075250000,35.119900000,6.332866667,5.465033333,758.816666667,-11.801716667
2016-03-07 16:54:00,6.066350000,35.013700000,-0.000000000,260.739716667,260.136266667,60.007533333,35.013700000,35.013700000,35.501300000,28.947350000,38.261200000,-0.000000000,260.739716667,260.136266667,60.007533333,28.947350000,35.013700000,6.334266667,5.427950000,756.633333333,-11.805000000
2016-03-07 16:53:00,6.032050000,35.034200000,-0.000000000,260.819700000,260.230833333,60.011516667,35.034200000,35.034200000,35.524700000,29.002150000,38.303100000,-0.000000000,260.819700000,260.230833333,60.011516667,29.002150000,35.034200000,6.325216667,5.444016667,757.216666667,-11.805583333
2016-03-07 16:52:00,6.017550000,35.021050000,-0.000000000,261.014200000,260.468400000,59.993600000,35.021050000,35.021050000,35.489050000,29.003500000,38.066300000,-0.000000000,261.014200000,260.468400000,59.993600000,29.003500000,35.021050000,6.216916667,5.548766667,761.966666667,-11.704566667
2016-03-07 16:51:00,6.035500000,35.037250000,-0.000000000,260.824200000,260.232683333,59.953283333,35.037250000,35.037250000,35.498650000,29.001750000,37.956250000,-0.000000000,260.824200000,260.232683333,59.953283333,29.001750000,35.037250000,6.186816667,5.584516667,764.066666667,-11.655283333
2016-03-07 16:50:00,6.009850000,35.084200000,-0.000000000,260.901000000,260.332600000,59.964383333,35.084200000,35.084200000,35.540700000,29.074350000,38.041200000,-0.000000000,260.901000000,260.332600000,59.964383333,29.074350000,35.084200000,6.205450000,5.581266667,764.216666667,-11.684200000
2016-03-07 16:49:00,6.047400000,35.103650000,-0.000000000,260.515850000,259.955533333,59.976700000,35.103650000,35.103650000,35.560850000,29.056250000,38.030650000,-0.000000000,260.515850000,259.955533333,59.976700000,29.056250000,35.103650000,6.229966667,5.563250000,764.066666667,-11.684766667
2016-03-07 16:48:00,6.012400000,35.135350000,-0.000000000,260.528983333,260.039750000,59.960200000,35.135350000,35.135350000,35.587050000,29.122950000,38.118500000,-0.000000000,260.528983333,260.039750000,59.960200000,29.122950000,35.135350000,6.260250000,5.543266667,764.050000000,-11.719000000
2016-03-07 16:47:00,6.014400000,35.186650000,-0.000000000,260.908500000,260.417750000,59.960033333,35.186650000,35.186650000,35.658900000,29.172250000,38.628750000,-0.000000000,260.908500000,260.417750000,59.960033333,29.172250000,35.186650000,6.487933333,5.331983333,755.283333333,-11.957466667
2016-03-07 16:46:00,6.030800000,35.217450000,-0.000000000,261.234266667,260.763266667,59.982083333,35.217450000,35.217450000,35.667400000,29.186650000,38.378900000,-0.000000000,261.234266667,260.763266667,59.982083333,29.186650000,35.217450000,6.343100000,5.488416667,760.516666667,-11.830666667
2016-03-07 16:45:00,6.066850000,35.082400000,-0.000000000,261.363866667,260.869466667,59.986066667,35.082400000,35.082400000,35.525700000,29.015550000,38.143000000,-0.000000000,261.363866667,260.869466667,59.986066667,29.015550000,35.082400000,6.266366667,5.519883333,760.700000000,-11.750266667
2016-03-07 16:44:00,5.994150000,35.131350000,-0.000000000,261.558566667,261.045133333,59.963900000,35.131350000,35.131350000,35.552650000,29.137200000,37.960250000,-0.000000000,261.558566667,261.045133333,59.963900000,29.137200000,35.131350000,6.156000000,5.647583333,767.566666667,-11.656000000
2016-03-07 16:43:00,5.991150000,35.233500000,-0.000000000,261.689666667,261.178833333,59.968466667,35.233500000,35.233500000,35.645150000,29.242350000,37.934800000,-0.000000000,261.689666667,261.178833333,59.968466667,29.242350000,35.233500000,6.093400000,5.744883333,770.850000000,-11.601666667
2016-03-07 16:42:00,6.007250000,35.206700000,-0.000000000,262.407133333,261.936000000,59.985133333,35.206700000,35.206700000,35.628500000,29.199450000,38.122650000,-0.000000000,262.407133333,261.936000000,59.985133333,29.199450000,35.206700000,6.157850000,5.670900000,765.900000000,-11.696016667
2016-03-07 16:41:00,5.974750000,35.280850000,-0.000000000,262.125366667,261.646900000,59.966583333,35.280850000,35.280850000,35.717500000,29.306100000,38.234850000,-0.000000000,262.125366667,261.646900000,59.966583333,29.306100000,35.280850000,6.202983333,5.650483333,766.616666667,-11.731133333
2016-03-07 16:40:00,5.981500000,35.279950000,-0.000000000,262.226383333,261.775516667,59.981683333,35.279950000,35.279950000,35.698750000,29.298450000,37.991100000,-0.000000000,262.226383333,261.775516667,59.981683333,29.298450000,35.279950000,6.094800000,5.758716667,771.250000000,-11.629100000
2016-03-07 16:39:00,6.385550000,35.323750000,-0.000000000,262.109750000,261.649083333,59.978816667,35.323750000,35.323750000,35.749750000,28.938200000,37.441100000,-0.000000000,262.109750000,261.649083333,59.978816667,28.938200000,35.323750000,6.161933333,5.705533333,773.400000000,-11.443966667
2016-03-07 16:38:00,9.984450000,35.268250000,-0.000000000,261.989166667,261.478483333,59.995066667,35.268250000,35.268250000,35.691850000,25.283800000,31.396000000,-0.000000000,261.989166667,261.478483333,59.995066667,25.283800000,35.268250000,6.087750000,5.761800000,805.400000000,-9.310466667
2016-03-07 16:37:00,9.954150000,35.180050000,-0.000000000,262.083033333,261.533116667,59.999450000,35.180050000,35.180050000,35.596300000,25.225900000,31.081350000,-0.000000000,262.083033333,261.533116667,59.999450000,25.225900000,35.180050000,5.927583333,5.893550000,811.583333333,-9.162916667
2016-03-07 16:36:00,10.026950000,35.213050000,-0.000000000,262.299550000,261.858283333,59.988400000,35.213050000,35.213050000,35.623450000,25.186100000,30.976250000,-0.000000000,262.299550000,261.858283333,59.988400000,25.186100000,35.213050000,5.911933333,5.919050000,813.033333333,-9.124650000
2016-03-07 16:35:00,9.921100000,35.303550000,-0.000000000,261.955450000,261.454516667,59.964416667,35.303550000,35.303550000,35.716800000,25.382450000,31.124100000,-0.000000000,261.955450000,261.454516667,59.964416667,25.382450000,35.303550000,5.922083333,5.940050000,815.550000000,-9.147250000
2016-03-07 16:34:00,9.898400000,35.394250000,-0.000000000,261.873733333,261.450133333,59.995183333,35.394250000,35.394250000,35.810850000,25.495850000,31.203650000,-0.000000000,261.873733333,261.450133333,59.995183333,25.495850000,35.394250000,5.923283333,5.968316667,817.083333333,-9.154766667
2016-03-07 16:33:00,9.961900000,35.325250000,-0.000000000,261.555800000,261.105483333,59.977650000,35.325250000,35.325250000,35.735950000,25.363350000,31.226150000,-0.000000000,261.555800000,261.105483333,59.977650000,25.363350000,35.325250000,5.997650000,5.870483333,812.333333333,-9.205416667
2016-03-07 16:32:00,9.988850000,35.250350000,-0.000000000,261.935000000,261.450183333,60.005166667,35.250350000,35.250350000,35.675950000,25.261500000,31.351450000,-0.000000000,261.935000000,261.450183333,60.005166667,25.261500000,35.250350000,6.064100000,5.778850000,805.766666667,-9.288750000
2016-03-07 16:31:00,10.007550000,35.186100000,-0.000000000,261.261233333,260.748166667,60.000583333,35.186100000,35.186100000,35.615850000,25.178550000,31.525700000,-0.000000000,261.261233333,260.748166667,60.000583333,25.178550000,35.186100000,6.205650000,5.614950000,798.666666667,-9.404766667
2016-03-07 16:30:00,9.975500000,35.266050000,-0.000000000,261.155733333,260.693666667,59.955566667,35.266050000,35.266050000,35.692250000,25.290550000,31.577150000,-0.000000000,261.155733333,260.693666667,59.955566667,25.290550000,35.266050000,6.211416667,5.635683333,800.866666667,-9.402600000
2016-03-07 16:29:00,9.992500000,35.214650000,-0.000000000,260.935566667,260.429350000,59.986000000,35.214650000,35.214650000,35.635700000,25.222150000,31.528150000,-0.000000000,260.935566667,260.429350000,59.986000000,25.222150000,35.214650000,6.203033333,5.627050000,800.050000000,-9.394250000
2016-03-07 16:28:00,9.963550000,35.207850000,-0.000000000,261.020566667,260.506616667,59.990000000,35.207850000,35.207850000,35.647750000,25.244300000,31.817400000,-0.000000000,261.020566667,260.506616667,59.990000000,25.244300000,35.207850000,6.345483333,5.481866667,793.383333333,-9.544783333
2016-03-07 16:27:00,9.964600000,35.195150000,-0.000000000,260.600750000,260.079033333,59.993983333,35.195150000,35.195150000,35.615950000,25.230550000,31.521100000,-0.000000000,260.600750000,260.079033333,59.993983333,25.230550000,35.195150000,6.201433333,5.622250000,800.466666667,-9.392900000
